Year,Quarter,Month,Day,Region,Sum of Sales
2013,Qtr 1,February,5,North America,12085.887
2013,Qtr 1,February,6,Europe,1428.4428
2013,Qtr 1,February,6,North America,22487.7275
2013,Qtr 1,February,7,Asia,2319.8
2013,Qtr 1,February,7,Europe,48252.4066
2013,Qtr 1,February,7,North America,11037.4
2013,Qtr 1,February,8,Asia,1760
2013,Qtr 1,February,8,North America,14151.905
2013,Qtr 1,February,9,Asia,22021.932
2013,Qtr 1,February,9,Europe,16600.7
2013,Qtr 1,February,9,North America,35951.112
2013,Qtr 1,February,10,Asia,2769.514
2013,Qtr 1,February,10,Europe,2374.07
2013,Qtr 1,February,10,North America,24186.66
2013,Qtr 1,February,11,Asia,4771.2
2013,Qtr 1,February,11,Europe,187.52
2013,Qtr 1,February,11,North America,35151.5075
2013,Qtr 1,February,12,Asia,11723.8
2013,Qtr 1,February,12,North America,14852.425
2013,Qtr 1,February,13,Asia,3604.63
2013,Qtr 1,February,13,Europe,16013.88
2013,Qtr 1,February,13,North America,30544.166
2013,Qtr 1,February,14,Asia,7714.33
2013,Qtr 1,February,14,Europe,10432.124
2013,Qtr 1,February,14,North America,1356.4215
2013,Qtr 1,February,15,Asia,9309.2
2013,Qtr 1,February,15,Europe,3615.324
2013,Qtr 1,February,15,North America,10649.7695
2013,Qtr 1,February,16,Asia,3192
2013,Qtr 1,February,16,Europe,16852.6321
2013,Qtr 1,February,16,North America,6058.25
2013,Qtr 1,February,17,Europe,8076.1278
2013,Qtr 1,February,17,North America,50361.822
2013,Qtr 1,February,18,Asia,10335.6
2013,Qtr 1,February,18,Europe,35021.708
2013,Qtr 1,February,18,North America,18205.031
2013,Qtr 1,February,19,Asia,13709.316
2013,Qtr 1,February,19,North America,38824.5935
2013,Qtr 1,February,20,Asia,1135.2
2013,Qtr 1,February,20,Europe,8241.21
2013,Qtr 1,February,20,North America,12902.944
2013,Qtr 1,February,21,Asia,9869.518
2013,Qtr 1,February,21,Europe,14578.42
2013,Qtr 1,February,21,North America,24818.082
2013,Qtr 1,February,22,Asia,9188
2013,Qtr 1,February,22,Europe,5573.9559
2013,Qtr 1,February,22,North America,5383.605
2013,Qtr 1,February,23,Asia,4737.816
2013,Qtr 1,February,23,Europe,15268.9535
2013,Qtr 1,February,23,North America,14441.942
2013,Qtr 1,February,24,Asia,4094
2013,Qtr 1,February,24,Europe,11457.6
2013,Qtr 1,February,24,North America,15512.164
2013,Qtr 1,February,25,Asia,11404.118
2013,Qtr 1,February,25,Europe,17042.96
2013,Qtr 1,February,25,North America,15458.601
2013,Qtr 1,February,26,Asia,5478.012
2013,Qtr 1,February,26,Europe,9288.72
2013,Qtr 1,February,26,North America,43788.0705
2013,Qtr 1,February,27,Asia,56.99
2013,Qtr 1,February,27,Europe,3558
2013,Qtr 1,February,27,North America,19516.67
2013,Qtr 1,February,28,Asia,11331.52
2013,Qtr 1,February,28,Europe,4159.5228
2013,Qtr 1,February,28,North America,5932.4405
2013,Qtr 1,March,1,Asia,15583.6
2013,Qtr 1,March,1,Europe,5006.771
2013,Qtr 1,March,1,North America,9539.0265
2013,Qtr 1,March,2,Asia,3676.12
2013,Qtr 1,March,2,Europe,12479.922
2013,Qtr 1,March,2,North America,21267.533
2013,Qtr 1,March,3,Asia,44146
2013,Qtr 1,March,3,Europe,11708.28
2013,Qtr 1,March,3,North America,43835.503
2013,Qtr 1,March,4,Asia,7529.4
2013,Qtr 1,March,4,Europe,13698.3281
2013,Qtr 1,March,4,North America,16816.3
2013,Qtr 1,March,5,Asia,9532.4
2013,Qtr 1,March,5,Europe,3603.4735
2013,Qtr 1,March,5,North America,12674.911
2013,Qtr 1,March,6,Asia,3423.2
2013,Qtr 1,March,6,Europe,18804
2013,Qtr 1,March,6,North America,7005.7
2013,Qtr 1,March,7,Asia,17218.99
2013,Qtr 1,March,7,Europe,5997.6
2013,Qtr 1,March,7,North America,39398.8
2013,Qtr 1,March,8,Asia,20006.74
2013,Qtr 1,March,8,Europe,5770.68
2013,Qtr 1,March,8,North America,24449.1
2013,Qtr 1,March,9,Asia,5976.828
2013,Qtr 1,March,9,Europe,7248
2013,Qtr 1,March,9,North America,41321.9
2013,Qtr 1,March,10,Asia,14199.6
2013,Qtr 1,March,10,Europe,15336
2013,Qtr 1,March,10,North America,8190
2013,Qtr 1,March,11,Asia,6701.2
2013,Qtr 1,March,11,Europe,1031.76
2013,Qtr 1,March,11,North America,15949.7
2013,Qtr 1,March,12,Asia,6576.674
2013,Qtr 1,March,12,Europe,17916
2013,Qtr 1,March,12,North America,29444.4
2013,Qtr 1,March,13,Asia,8683
2013,Qtr 1,March,13,Europe,18360
2013,Qtr 1,March,13,North America,24407.4
2013,Qtr 1,March,14,Asia,3226.98
2013,Qtr 1,March,14,Europe,34151.88
2013,Qtr 1,March,14,North America,21570.5
2013,Qtr 1,March,15,Asia,10090.372
2013,Qtr 1,March,15,Europe,3917.28
2013,Qtr 1,March,15,North America,49283.9
2013,Qtr 1,March,16,Asia,5884
2013,Qtr 1,March,16,North America,68458.6
2013,Qtr 1,March,17,Asia,5147.002
2013,Qtr 1,March,17,North America,42200
2013,Qtr 1,March,18,Asia,11042.142
2013,Qtr 1,March,18,Europe,26534.6
2013,Qtr 1,March,18,North America,19966.5
2013,Qtr 1,March,19,Asia,1496.598
2013,Qtr 1,March,19,Europe,372
2013,Qtr 1,March,19,North America,8228.8
2013,Qtr 1,March,20,Asia,746.432
2013,Qtr 1,March,20,Europe,11721.13
2013,Qtr 1,March,20,North America,11979.8
2013,Qtr 1,March,21,Asia,17.114
2013,Qtr 1,March,21,Europe,2651.4
2013,Qtr 1,March,21,North America,30267.8
2013,Qtr 1,March,22,Asia,7490.514
2013,Qtr 1,March,22,Europe,7596
2013,Qtr 1,March,22,North America,50855.7
2013,Qtr 1,March,23,Asia,362.818
2013,Qtr 1,March,23,Europe,6372
2013,Qtr 1,March,23,North America,7949.9
2013,Qtr 1,March,24,Asia,11699.4
2013,Qtr 1,March,24,Europe,4595.4
2013,Qtr 1,March,24,North America,25214.1
2013,Qtr 1,March,25,Asia,24704.6
2013,Qtr 1,March,25,Europe,10439.64
2013,Qtr 1,March,25,North America,24511.4
2013,Qtr 1,March,26,Asia,9423.2
2013,Qtr 1,March,26,Europe,8592
2013,Qtr 1,March,26,North America,30976.9
2013,Qtr 1,March,27,Asia,15996.746
2013,Qtr 1,March,27,North America,24988.3
2013,Qtr 1,March,28,Asia,2029.6
2013,Qtr 1,March,28,Europe,1920
2013,Qtr 1,March,28,North America,17771.8
2013,Qtr 1,March,29,Asia,12747.18
2013,Qtr 1,March,29,Europe,8040
2013,Qtr 1,March,29,North America,50124.5
2013,Qtr 1,March,30,Asia,81.918
2013,Qtr 1,March,30,Europe,12060
2013,Qtr 1,March,30,North America,23545.6
2013,Qtr 1,March,31,Asia,7625.8
2013,Qtr 1,March,31,Europe,8385.6
2013,Qtr 1,March,31,North America,17008.9
2013,Qtr 2,April,1,Asia,5275.116
2013,Qtr 2,April,1,Europe,2435.4
2013,Qtr 2,April,1,North America,18040
2013,Qtr 2,April,2,Asia,14836.8
2013,Qtr 2,April,2,Europe,20160
2013,Qtr 2,April,2,North America,18357.9
2013,Qtr 2,April,3,Asia,25228.2
2013,Qtr 2,April,3,Europe,2182.68
2013,Qtr 2,April,3,North America,22848.4
2013,Qtr 2,April,4,Asia,11284
2013,Qtr 2,April,4,Europe,15186
2013,Qtr 2,April,4,North America,16313.7
2013,Qtr 2,April,5,Asia,9272.764
2013,Qtr 2,April,5,Europe,19197.5
2013,Qtr 2,April,5,North America,34269.8
2013,Qtr 2,April,6,Asia,6832.8
2013,Qtr 2,April,6,Europe,129.5
2013,Qtr 2,April,6,North America,5398.8
2013,Qtr 2,April,7,Asia,13036.2
2013,Qtr 2,April,7,Europe,20825.7
2013,Qtr 2,April,7,North America,22124.9
2013,Qtr 2,April,8,Asia,15636.915
2013,Qtr 2,April,8,Europe,429.9
2013,Qtr 2,April,8,North America,36167.3
2013,Qtr 2,April,9,Asia,8341.1
2013,Qtr 2,April,9,Europe,31169.9
2013,Qtr 2,April,9,North America,26058.8
2013,Qtr 2,April,10,Asia,3570
2013,Qtr 2,April,10,North America,18608.7
2013,Qtr 2,April,11,Asia,40222.981
2013,Qtr 2,April,11,Europe,1230
2013,Qtr 2,April,11,North America,14367.9
2013,Qtr 2,April,12,Europe,13238.2
2013,Qtr 2,April,12,North America,33344.9
2013,Qtr 2,April,13,Asia,9766.968
2013,Qtr 2,April,13,Europe,4229.9
2013,Qtr 2,April,13,North America,23684.2
2013,Qtr 2,April,14,Asia,4660
2013,Qtr 2,April,14,North America,62098.9
2013,Qtr 2,April,15,Asia,8573.73
2013,Qtr 2,April,15,Europe,3290
2013,Qtr 2,April,15,North America,43459.2
2013,Qtr 2,April,16,Asia,9189.09
2013,Qtr 2,April,16,Europe,95
2013,Qtr 2,April,16,North America,29769.5
2013,Qtr 2,April,17,Asia,8268
2013,Qtr 2,April,17,Europe,3505.5
2013,Qtr 2,April,17,North America,64294.8
2013,Qtr 2,April,18,Asia,2832
2013,Qtr 2,April,18,Europe,14859.9
2013,Qtr 2,April,18,North America,31687.9
2013,Qtr 2,April,19,Asia,3552.2
2013,Qtr 2,April,19,Europe,26638
2013,Qtr 2,April,19,North America,30461.9
2013,Qtr 2,April,20,Asia,8080.825
2013,Qtr 2,April,20,Europe,27479
2013,Qtr 2,April,20,North America,7470
2013,Qtr 2,April,21,Asia,7187.915
2013,Qtr 2,April,21,Europe,2555
2013,Qtr 2,April,21,North America,3349.9
2013,Qtr 2,April,22,Asia,59659.9
2013,Qtr 2,April,22,Europe,42353.8
2013,Qtr 2,April,22,North America,33188
2013,Qtr 2,April,23,Asia,33657.7
2013,Qtr 2,April,23,Europe,16342
2013,Qtr 2,April,23,North America,28054
2013,Qtr 2,April,24,Asia,40155.05
2013,Qtr 2,April,24,Europe,5189.5
2013,Qtr 2,April,24,North America,30030
2013,Qtr 2,April,25,Asia,1531.08
2013,Qtr 2,April,25,Europe,4465.7
2013,Qtr 2,April,25,North America,55813.8
2013,Qtr 2,April,26,Asia,19487.3
2013,Qtr 2,April,26,Europe,10719.4
2013,Qtr 2,April,26,North America,12615
2013,Qtr 2,April,27,Asia,9292.94
2013,Qtr 2,April,27,Europe,3648.4
2013,Qtr 2,April,27,North America,84718.7
2013,Qtr 2,April,28,Asia,7278.282
2013,Qtr 2,April,28,Europe,5979
2013,Qtr 2,April,28,North America,34489.9
2013,Qtr 2,April,29,Asia,2736.12
2013,Qtr 2,April,29,North America,45034
2013,Qtr 2,April,30,Asia,6385.1
2013,Qtr 2,April,30,Europe,3919
2013,Qtr 2,April,30,North America,18688.9
2013,Qtr 2,May,1,Asia,70357.484
2013,Qtr 2,May,1,Europe,2400
2013,Qtr 2,May,1,North America,25851.4
2013,Qtr 2,May,2,Asia,20285.36
2013,Qtr 2,May,2,Europe,8059.9
2013,Qtr 2,May,2,North America,8036.5
2013,Qtr 2,May,3,North America,10959.3
2013,Qtr 2,May,4,Asia,29880.9
2013,Qtr 2,May,4,Europe,1998
2013,Qtr 2,May,4,North America,21132.3
2013,Qtr 2,May,5,Asia,15679.4
2013,Qtr 2,May,5,Europe,10224.9
2013,Qtr 2,May,5,North America,21159.9
2013,Qtr 2,May,6,Asia,381.64
2013,Qtr 2,May,6,North America,25026.8
2013,Qtr 2,May,7,Asia,5988
2013,Qtr 2,May,7,Europe,23671.9
2013,Qtr 2,May,7,North America,64789
2013,Qtr 2,May,8,Europe,4390
2013,Qtr 2,May,8,North America,33523.9
2013,Qtr 2,May,9,Asia,10324
2013,Qtr 2,May,9,Europe,4249.9
2013,Qtr 2,May,9,North America,29598.2
2013,Qtr 2,May,10,Asia,4424.482
2013,Qtr 2,May,10,North America,36716.8
2013,Qtr 2,May,11,Asia,7352.5
2013,Qtr 2,May,11,Europe,36749.5
2013,Qtr 2,May,11,North America,30159.4
2013,Qtr 2,May,12,Asia,10319.4
2013,Qtr 2,May,12,Europe,4320
2013,Qtr 2,May,12,North America,38764
2013,Qtr 2,May,13,Asia,10789.484
2013,Qtr 2,May,13,Europe,2190
2013,Qtr 2,May,13,North America,48035
2013,Qtr 2,May,14,Asia,15542.5
2013,Qtr 2,May,14,Europe,1028.9
2013,Qtr 2,May,14,North America,4757.5
2013,Qtr 2,May,15,Asia,34693.282
2013,Qtr 2,May,15,Europe,1889.7
2013,Qtr 2,May,15,North America,5628
2013,Qtr 2,May,16,Asia,8936.093
2013,Qtr 2,May,16,Europe,21578.9
2013,Qtr 2,May,16,North America,60310
2013,Qtr 2,May,17,Asia,7489.51
2013,Qtr 2,May,17,Europe,790
2013,Qtr 2,May,17,North America,16919
2013,Qtr 2,May,18,Asia,28615.183
2013,Qtr 2,May,18,Europe,1959.9
2013,Qtr 2,May,18,North America,18950
2013,Qtr 2,May,19,Asia,11.02
2013,Qtr 2,May,19,Europe,7620
2013,Qtr 2,May,19,North America,14190
2013,Qtr 2,May,20,Asia,1283.572
2013,Qtr 2,May,20,Europe,3580
2013,Qtr 2,May,20,North America,23378.6
2013,Qtr 2,May,21,Asia,2464.44
2013,Qtr 2,May,21,Europe,4479.9
2013,Qtr 2,May,21,North America,969
2013,Qtr 2,May,22,Asia,10894.04
2013,Qtr 2,May,22,North America,19176.9
2013,Qtr 2,May,23,Asia,4152.982
2013,Qtr 2,May,23,Europe,9420
2013,Qtr 2,May,23,North America,13708.9
2013,Qtr 2,May,24,Asia,8151.236
2013,Qtr 2,May,24,Europe,7089.9
2013,Qtr 2,May,24,North America,52705.5
2013,Qtr 2,May,25,Asia,19070.035
2013,Qtr 2,May,25,Europe,11899.9
2013,Qtr 2,May,25,North America,34424.6
2013,Qtr 2,May,26,Asia,48922.14
2013,Qtr 2,May,26,Europe,6548.9
2013,Qtr 2,May,26,North America,13079.9
2013,Qtr 2,May,27,Asia,948.72
2013,Qtr 2,May,27,Europe,2898.5
2013,Qtr 2,May,27,North America,8129.7
2013,Qtr 2,May,28,Asia,10964.435
2013,Qtr 2,May,28,Europe,6470
2013,Qtr 2,May,28,North America,11240.7
2013,Qtr 2,May,29,Asia,4290.3
2013,Qtr 2,May,29,Europe,6529.8
2013,Qtr 2,May,29,North America,5854.5
2013,Qtr 2,May,30,Asia,545.084
2013,Qtr 2,May,30,North America,6490
2013,Qtr 2,May,31,Asia,11088.936
2013,Qtr 2,May,31,Europe,1040
2013,Qtr 2,May,31,North America,18479.4
2013,Qtr 2,June,1,Asia,7259
2013,Qtr 2,June,1,Europe,2574
2013,Qtr 2,June,1,North America,36432.9
2013,Qtr 2,June,2,Asia,7280.3
2013,Qtr 2,June,2,Europe,2359.9
2013,Qtr 2,June,2,North America,8668.2
2013,Qtr 2,June,3,Asia,4416
2013,Qtr 2,June,3,Europe,2309
2013,Qtr 2,June,3,North America,19733.8
2013,Qtr 2,June,4,Asia,4495.583
2013,Qtr 2,June,4,Europe,1786.1
2013,Qtr 2,June,4,North America,19219.7
2013,Qtr 2,June,5,Asia,974.4
2013,Qtr 2,June,5,Europe,9316.4
2013,Qtr 2,June,5,North America,77443.189
2013,Qtr 2,June,6,Asia,7980
2013,Qtr 2,June,6,Europe,10287.9
2013,Qtr 2,June,6,North America,43038.666
2013,Qtr 2,June,7,Asia,3372
2013,Qtr 2,June,7,Europe,16640
2013,Qtr 2,June,7,North America,15784.386
2013,Qtr 2,June,8,Asia,9096
2013,Qtr 2,June,8,Europe,405.5
2013,Qtr 2,June,8,North America,49384.314
2013,Qtr 2,June,9,Asia,6547.92
2013,Qtr 2,June,9,Europe,2940
2013,Qtr 2,June,9,North America,20615.1
2013,Qtr 2,June,10,Asia,20590.56
2013,Qtr 2,June,10,Europe,20729.9
2013,Qtr 2,June,10,North America,48253.068
2013,Qtr 2,June,11,Asia,38484
2013,Qtr 2,June,11,Europe,3000
2013,Qtr 2,June,11,North America,46550.1
2013,Qtr 2,June,12,Asia,22015.32
2013,Qtr 2,June,12,Europe,11237.5
2013,Qtr 2,June,12,North America,6591.518
2013,Qtr 2,June,13,Asia,9816
2013,Qtr 2,June,13,Europe,8957.3
2013,Qtr 2,June,13,North America,23258.34
2013,Qtr 2,June,14,Asia,11256
2013,Qtr 2,June,14,Europe,6411.8
2013,Qtr 2,June,14,North America,48733.115
2013,Qtr 2,June,15,Asia,3060
2013,Qtr 2,June,15,Europe,10984.6
2013,Qtr 2,June,15,North America,45119.986
2013,Qtr 2,June,16,Asia,9634.8
2013,Qtr 2,June,16,Europe,369.9
2013,Qtr 2,June,16,North America,37695.976
2013,Qtr 2,June,17,Asia,26100
2013,Qtr 2,June,17,Europe,9619
2013,Qtr 2,June,17,North America,5400.785
2013,Qtr 2,June,18,Asia,34604.16
2013,Qtr 2,June,18,Europe,777.8
2013,Qtr 2,June,18,North America,40591.14
2013,Qtr 2,June,19,Asia,15686.76
2013,Qtr 2,June,19,North America,25363.284
2013,Qtr 2,June,20,Asia,22841.76
2013,Qtr 2,June,20,Europe,780
2013,Qtr 2,June,20,North America,37223.644
2013,Qtr 2,June,21,Asia,12274.56
2013,Qtr 2,June,21,Europe,10799
2013,Qtr 2,June,21,North America,26047.6
2013,Qtr 2,June,22,Asia,1463.88
2013,Qtr 2,June,22,Europe,5098
2013,Qtr 2,June,22,North America,16038.396
2013,Qtr 2,June,23,Asia,12444
2013,Qtr 2,June,23,Europe,2090
2013,Qtr 2,June,23,North America,73709.994
2013,Qtr 2,June,24,Asia,9702
2013,Qtr 2,June,24,Europe,6615.9
2013,Qtr 2,June,24,North America,13418.771
2013,Qtr 2,June,25,Europe,10854.9
2013,Qtr 2,June,25,North America,16599.26
2013,Qtr 2,June,26,Asia,27224.4
2013,Qtr 2,June,26,Europe,7109
2013,Qtr 2,June,26,North America,33058.642
2013,Qtr 2,June,27,Asia,20753.28
2013,Qtr 2,June,27,Europe,2875.9
2013,Qtr 2,June,27,North America,20738.581
2013,Qtr 2,June,28,Asia,9491.64
2013,Qtr 2,June,28,Europe,13028.9
2013,Qtr 2,June,28,North America,14856.608
2013,Qtr 2,June,29,Asia,1908
2013,Qtr 2,June,29,Europe,13627.3
2013,Qtr 2,June,29,North America,30683.811
2013,Qtr 2,June,30,Asia,13394.76
2013,Qtr 2,June,30,Europe,7259.9
2013,Qtr 2,June,30,North America,22657.182
2013,Qtr 3,July,1,Asia,21288
2013,Qtr 3,July,1,Europe,4620
2013,Qtr 3,July,1,North America,2213.679
2013,Qtr 3,July,2,Asia,1980
2013,Qtr 3,July,2,Europe,3609.8
2013,Qtr 3,July,2,North America,20520.9
2013,Qtr 3,July,3,Asia,15576
2013,Qtr 3,July,3,Europe,5770
2013,Qtr 3,July,3,North America,84767
2013,Qtr 3,July,4,Asia,1896
2013,Qtr 3,July,4,North America,44295.453
2013,Qtr 3,July,5,Asia,16724.88
2013,Qtr 3,July,5,North America,30429.63
2013,Qtr 3,July,6,Asia,16246.9
2013,Qtr 3,July,6,Europe,3302.307
2013,Qtr 3,July,6,North America,16053.366
2013,Qtr 3,July,7,Asia,6790
2013,Qtr 3,July,7,Europe,175.912
2013,Qtr 3,July,7,North America,31093.14
2013,Qtr 3,July,8,Asia,1499.5
2013,Qtr 3,July,8,Europe,18928.665
2013,Qtr 3,July,8,North America,18976.17
2013,Qtr 3,July,9,Asia,2423.3
2013,Qtr 3,July,9,Europe,28900.42
2013,Qtr 3,July,9,North America,32146.613
2013,Qtr 3,July,10,Asia,26479.8
2013,Qtr 3,July,10,Europe,11514.227
2013,Qtr 3,July,10,North America,13699.605
2013,Qtr 3,July,11,Asia,8270
2013,Qtr 3,July,11,Europe,1650
2013,Qtr 3,July,11,North America,28100.797
2013,Qtr 3,July,12,Asia,15489
2013,Qtr 3,July,12,Europe,10766.41
2013,Qtr 3,July,12,North America,254.526
2013,Qtr 3,July,13,Asia,3819.5
2013,Qtr 3,July,13,Europe,9056
2013,Qtr 3,July,13,North America,50077.395
2013,Qtr 3,July,14,Asia,9630
2013,Qtr 3,July,14,Europe,26638.71
2013,Qtr 3,July,14,North America,29910.7
2013,Qtr 3,July,15,Asia,10622
2013,Qtr 3,July,15,Europe,12022.8
2013,Qtr 3,July,15,North America,78075.14
2013,Qtr 3,July,16,Asia,2360
2013,Qtr 3,July,16,Europe,2697
2013,Qtr 3,July,16,North America,23639.795
2013,Qtr 3,July,17,Asia,679.9
2013,Qtr 3,July,17,Europe,7372.53
2013,Qtr 3,July,17,North America,58142.322
2013,Qtr 3,July,18,Asia,6330
2013,Qtr 3,July,18,Europe,7760.4
2013,Qtr 3,July,18,North America,28098.365
2013,Qtr 3,July,19,Asia,12649
2013,Qtr 3,July,19,North America,23210.8
2013,Qtr 3,July,20,Asia,1600
2013,Qtr 3,July,20,Europe,5115.6
2013,Qtr 3,July,20,North America,31266.221
2013,Qtr 3,July,21,Asia,9209
2013,Qtr 3,July,21,North America,25368.736
2013,Qtr 3,July,22,Asia,6690
2013,Qtr 3,July,22,Europe,33633.921
2013,Qtr 3,July,22,North America,21155.2
2013,Qtr 3,July,23,Asia,165
2013,Qtr 3,July,23,Europe,3283.959
2013,Qtr 3,July,23,North America,35266.287
2013,Qtr 3,July,24,Asia,4890
2013,Qtr 3,July,24,Europe,184.8
2013,Qtr 3,July,24,North America,15236.192
2013,Qtr 3,July,25,Asia,12248
2013,Qtr 3,July,25,Europe,9713.125
2013,Qtr 3,July,25,North America,38307.099
2013,Qtr 3,July,26,North America,32285.7
2013,Qtr 3,July,27,Asia,5709.9
2013,Qtr 3,July,27,Europe,17485.16
2013,Qtr 3,July,27,North America,10993.66
2013,Qtr 3,July,28,Asia,5992
2013,Qtr 3,July,28,Europe,5123.459
2013,Qtr 3,July,28,North America,13251.4
2013,Qtr 3,July,29,Asia,4754.9
2013,Qtr 3,July,29,Europe,7430.9
2013,Qtr 3,July,29,North America,30972.694
2013,Qtr 3,July,30,Asia,6880
2013,Qtr 3,July,30,Europe,1264.2
2013,Qtr 3,July,30,North America,36711.579
2013,Qtr 3,July,31,Asia,3580
2013,Qtr 3,July,31,Europe,8642.713
2013,Qtr 3,July,31,North America,19164.693
2013,Qtr 3,August,1,Asia,4610
2013,Qtr 3,August,1,Europe,2739.34
2013,Qtr 3,August,1,North America,45542.465
2013,Qtr 3,August,2,Asia,1699.9
2013,Qtr 3,August,2,Europe,3078.8
2013,Qtr 3,August,2,North America,30286.95
2013,Qtr 3,August,3,Asia,1179
2013,Qtr 3,August,3,Europe,2489.524
2013,Qtr 3,August,3,North America,11419.68
2013,Qtr 3,August,4,Asia,9209
2013,Qtr 3,August,4,North America,2606.1
2013,Qtr 3,August,5,Asia,10190
2013,Qtr 3,August,5,Europe,5144
2013,Qtr 3,August,5,North America,9129.2
2013,Qtr 3,August,6,Asia,3999.6
2013,Qtr 3,August,6,Europe,2879.411
2013,Qtr 3,August,6,North America,16997.197
2013,Qtr 3,August,7,Asia,17468.6
2013,Qtr 3,August,7,Europe,3558.3
2013,Qtr 3,August,7,North America,27467.259
2013,Qtr 3,August,8,Europe,5688.484
2013,Qtr 3,August,8,North America,67788.291
2013,Qtr 3,August,9,Asia,4674
2013,Qtr 3,August,9,Europe,440
2013,Qtr 3,August,9,North America,12808
2013,Qtr 3,August,10,Asia,2580
2013,Qtr 3,August,10,Europe,3209.1
2013,Qtr 3,August,10,North America,26727.423
2013,Qtr 3,August,11,Asia,1119.9
2013,Qtr 3,August,11,Europe,4813.1
2013,Qtr 3,August,11,North America,38770.715
2013,Qtr 3,August,12,Asia,2290
2013,Qtr 3,August,12,Europe,14894.4
2013,Qtr 3,August,12,North America,27787.081
2013,Qtr 3,August,13,Asia,24509.7
2013,Qtr 3,August,13,Europe,6691.4
2013,Qtr 3,August,13,North America,77756.21
2013,Qtr 3,August,14,Asia,7580
2013,Qtr 3,August,14,Europe,5232.5
2013,Qtr 3,August,14,North America,28488.8
2013,Qtr 3,August,15,Asia,8365
2013,Qtr 3,August,15,Europe,21532.788
2013,Qtr 3,August,15,North America,25718.879
2013,Qtr 3,August,16,Asia,35393
2013,Qtr 3,August,16,Europe,4145.2
2013,Qtr 3,August,16,North America,37232.48
2013,Qtr 3,August,17,Asia,30850
2013,Qtr 3,August,17,Europe,800.11
2013,Qtr 3,August,17,North America,5884.021
2013,Qtr 3,August,18,Asia,299
2013,Qtr 3,August,18,Europe,13939.436
2013,Qtr 3,August,18,North America,14238.62
2013,Qtr 3,August,19,Asia,16359.9
2013,Qtr 3,August,19,Europe,9163.73
2013,Qtr 3,August,19,North America,46526.081
2013,Qtr 3,August,20,Asia,29258.9
2013,Qtr 3,August,20,Europe,2919.3
2013,Qtr 3,August,20,North America,7825.5
2013,Qtr 3,August,21,Asia,15172.7
2013,Qtr 3,August,21,Europe,10873.113
2013,Qtr 3,August,21,North America,29477.04
2013,Qtr 3,August,22,Asia,9060
2013,Qtr 3,August,22,Europe,7936.413
2013,Qtr 3,August,22,North America,10061.983
2013,Qtr 3,August,23,Asia,4380
2013,Qtr 3,August,23,Europe,116.55
2013,Qtr 3,August,23,North America,4167.981
2013,Qtr 3,August,24,Europe,431.2
2013,Qtr 3,August,24,North America,6463.707
2013,Qtr 3,August,25,Asia,5400
2013,Qtr 3,August,25,Europe,4725.9
2013,Qtr 3,August,25,North America,32009.93
2013,Qtr 3,August,26,Asia,16380
2013,Qtr 3,August,26,Europe,10109.013
2013,Qtr 3,August,26,North America,32751.288
2013,Qtr 3,August,27,Asia,4875
2013,Qtr 3,August,27,Europe,2439.7
2013,Qtr 3,August,27,North America,20366.1
2013,Qtr 3,August,28,Asia,5128.9
2013,Qtr 3,August,28,Europe,5392.2
2013,Qtr 3,August,28,North America,14561.415
2013,Qtr 3,August,29,Asia,21218.7
2013,Qtr 3,August,29,Europe,5631.161
2013,Qtr 3,August,29,North America,15350.847
2013,Qtr 3,August,30,Asia,2693.5
2013,Qtr 3,August,30,Europe,7253.2
2013,Qtr 3,August,30,North America,54976.806
2013,Qtr 3,August,31,Asia,1853.2
2013,Qtr 3,August,31,Europe,30892.569
2013,Qtr 3,August,31,North America,31645.264
2013,Qtr 3,September,1,Asia,8929.9
2013,Qtr 3,September,1,Europe,3077.3
2013,Qtr 3,September,1,North America,42894
2013,Qtr 3,September,2,Asia,19879.8
2013,Qtr 3,September,2,North America,3964.896
2013,Qtr 3,September,3,Asia,26539.9
2013,Qtr 3,September,3,Europe,7689.3
2013,Qtr 3,September,3,North America,31137.884
2013,Qtr 3,September,4,Asia,417.3
2013,Qtr 3,September,4,Europe,3695.03
2013,Qtr 3,September,4,North America,37712.745
2013,Qtr 3,September,5,Asia,8008.9
2013,Qtr 3,September,5,Europe,295.926
2013,Qtr 3,September,5,North America,45539.4
2013,Qtr 3,September,6,Asia,1880
2013,Qtr 3,September,6,Europe,4649.6
2013,Qtr 3,September,6,North America,15428.9
2013,Qtr 3,September,7,Asia,5954.9
2013,Qtr 3,September,7,Europe,12201.73
2013,Qtr 3,September,7,North America,57033.9
2013,Qtr 3,September,8,Asia,13650
2013,Qtr 3,September,8,Europe,6082.324
2013,Qtr 3,September,8,North America,36768
2013,Qtr 3,September,9,Asia,27660
2013,Qtr 3,September,9,Europe,10960.216
2013,Qtr 3,September,9,North America,26420
2013,Qtr 3,September,10,Asia,9670
2013,Qtr 3,September,10,Europe,104
2013,Qtr 3,September,10,North America,36930
2013,Qtr 3,September,11,Asia,16010
2013,Qtr 3,September,11,Europe,4265.21
2013,Qtr 3,September,11,North America,14823.8
2013,Qtr 3,September,12,Asia,10778.8
2013,Qtr 3,September,12,Europe,6800
2013,Qtr 3,September,12,North America,10759
2013,Qtr 3,September,13,Asia,249.9
2013,Qtr 3,September,13,Europe,6938.97
2013,Qtr 3,September,13,North America,68375
2013,Qtr 3,September,14,Asia,37910
